,age,job,marital,education,balance,housing,duration,campaign,approval
1684,42.0,1,2,0,1322,1,178.0,1,0
1685,31.0,7,1,1,1062,1,230.0,1,0
1686,47.0,9,1,1,302,1,89.0,3,0
1687,44.0,9,0,1,809,1,118.0,4,0
1688,38.0,3,1,1,-278,1,143.0,2,0
1689,28.0,4,2,2,3238,1,7.0,1,0
1690,46.0,0,2,1,751,1,104.0,2,0
1691,51.0,1,0,0,-28,0,220.0,2,0
1692,42.0,4,0,2,0,0,85.0,2,0
1693,37.0,9,2,1,2442,0,91.0,3,1
1694,58.0,10,1,2,1798,1,19.0,8,0
1695,43.0,0,1,1,132,0,574.0,1,1
1696,36.0,4,2,2,260,1,49.0,1,0
1697,34.0,1,1,1,7,1,171.0,2,0
1698,31.0,4,2,2,3283,0,258.0,1,1
1699,49.0,9,1,3,323,1,41.0,2,0
1700,54.0,4,1,2,2960,1,83.0,1,0
1701,29.0,10,2,1,486,0,95.0,1,0
1702,51.0,5,0,1,343,1,78.0,2,0
1703,40.0,10,0,1,507,1,134.0,1,0
1704,35.0,4,2,2,5958,1,215.0,1,1
1705,25.0,8,2,1,304,0,226.0,2,1
1706,32.0,1,2,1,118,1,1275.0,1,1
1707,30.0,6,1,1,123,0,66.0,1,0
1708,38.0,4,1,2,76,1,196.0,3,0
1709,46.0,0,1,1,70,1,229.0,2,1
1710,43.0,10,1,0,960,1,241.0,2,0
1711,32.0,9,2,2,2185,0,354.0,2,0
1712,29.0,1,2,1,309,1,471.0,3,0
1713,56.0,1,1,1,2190,0,90.0,2,0
1714,57.0,9,1,0,0,0,58.0,8,0
1715,38.0,0,1,1,3732,1,379.0,2,0
1716,51.0,9,1,0,1550,0,12.0,5,0
1717,35.0,0,2,2,62,0,67.0,1,0
1718,37.0,1,1,0,704,0,165.0,7,0
1719,48.0,4,1,1,4415,1,1032.0,3,1
1720,30.0,1,2,1,4,1,84.0,3,0
1721,60.0,5,1,1,262,0,393.0,4,0
1722,56.0,4,1,1,238,1,808.0,1,0
1723,45.0,1,1,0,97,1,923.0,3,0
1724,38.0,9,0,1,410,0,63.0,6,0
1725,20.0,8,2,1,1191,0,274.0,1,0
1726,59.0,5,1,0,-47,1,84.0,4,0
1727,34.0,9,1,2,197,0,78.0,3,1
1728,36.0,1,1,3,6,0,41.0,7,0
1729,53.0,0,2,1,2398,1,317.0,1,1
1730,51.0,4,1,2,630,1,138.0,1,0
1731,58.0,5,1,1,235,0,88.0,4,0
1732,48.0,4,1,0,1910,1,413.0,2,0
1733,56.0,4,1,2,3172,1,139.0,1,0
1734,51.0,1,1,0,872,0,82.0,2,0
1735,35.0,1,1,1,407,1,12.0,6,0
1736,40.0,0,2,1,100,1,221.0,1,1
1737,59.0,3,1,1,345,0,38.0,1,0
1738,44.0,4,0,2,2058,0,661.0,1,0
1739,49.0,3,1,0,889,0,388.0,1,1
1740,35.0,0,1,2,0,1,151.0,7,0
1741,41.0,4,1,2,51,0,140.0,8,0
1742,55.0,5,1,0,150,0,124.0,1,0
1743,51.0,6,1,1,34,0,200.0,1,0
1744,27.0,7,2,1,795,0,101.0,3,0
1745,57.0,1,1,0,282,0,261.0,12,0
1746,51.0,4,2,2,2139,0,176.0,2,0
1747,38.0,4,1,2,-469,1,209.0,12,0
1748,49.0,0,1,1,197,1,223.0,1,1
1749,40.0,9,2,2,825,1,38.0,1,0
1750,47.0,3,2,2,3232,0,541.0,1,0
1751,48.0,4,0,1,1598,1,84.0,1,0
1752,47.0,7,1,2,871,0,602.0,9,0
1753,56.0,7,1,1,83,0,26.0,11,0
1754,29.0,4,2,2,1445,0,328.0,2,1
1755,38.0,9,1,1,226,1,762.0,3,1
1756,32.0,4,1,2,-55,1,107.0,4,0
1757,42.0,0,2,1,243,1,46.0,5,0
1758,30.0,1,1,0,-336,0,128.0,6,0
1759,26.0,0,2,2,3672,1,360.0,5,0
1760,35.0,9,1,1,0,1,524.0,1,1
1761,35.0,9,1,1,251,1,128.0,3,0
1762,35.0,6,2,2,44,0,310.0,2,0
1763,57.0,1,1,1,2887,0,819.0,10,1
1764,29.0,0,2,1,1992,0,202.0,1,0
1765,32.0,1,2,1,2,0,144.0,2,0
1766,45.0,9,1,1,1415,1,311.0,1,0
1767,51.0,4,2,2,297,1,415.0,4,1
1768,31.0,9,2,1,1094,1,93.0,8,0
1769,50.0,6,1,3,-84,1,101.0,1,0
1770,38.0,1,2,1,-1,1,72.0,1,0
1771,37.0,4,1,2,347,1,282.0,1,0
1772,35.0,4,1,2,1253,1,210.0,2,0
1773,37.0,10,1,3,4565,0,369.0,1,0
1774,28.0,4,2,2,781,0,125.0,6,0
1775,-38.0,4,1,2,7124,0,301.0,6,0
1776,43.0,4,1,1,17555,0,14.0,14,0
1777,43.0,4,1,3,5172,1,57.0,3,0
1778,56.0,4,1,2,15520,0,420.0,1,0
1779,32.0,9,2,2,13711,1,638.0,1,0
1780,58.0,4,0,2,1533,0,137.0,2,0
1781,47.0,4,1,2,286,0,557.0,7,0
1782,31.0,1,2,1,-219,1,66.0,2,0
1783,38.0,4,1,2,0,1,206.0,1,0
1784,50.0,1,1,1,810,1,19.0,14,0
1785,32.0,1,1,1,300,0,166.0,2,0
1786,37.0,7,2,1,1175,1,102.0,1,0
1787,39.0,4,1,2,0,1,46.0,2,0
1788,40.0,7,1,1,113,1,126.0,1,0
1789,41.0,1,1,1,641,1,161.0,1,0
1790,45.0,9,1,1,1477,1,355.0,1,0
1791,31.0,0,1,1,0,1,40.0,2,0
1792,54.0,7,1,0,8,1,143.0,1,0
1793,39.0,0,0,1,399,1,133.0,2,0
1794,56.0,0,0,1,-435,1,185.0,2,0
1795,35.0,0,2,1,2830,0,22.0,12,0
1796,34.0,4,1,1,15,0,184.0,7,0
1797,31.0,9,2,1,125,0,78.0,2,0
1798,38.0,9,1,2,45,0,125.0,4,0
1799,41.0,9,1,2,13,0,189.0,2,0
1800,44.0,2,1,2,0,1,300.0,1,0
1801,49.0,1,1,1,579,1,396.0,1,0
1802,30.0,7,2,1,432,1,340.0,3,0
1803,31.0,7,2,1,1987,1,55.0,2,0
1804,34.0,4,1,1,857,1,238.0,6,0
1805,70.0,5,1,2,15834,0,172.0,3,0
1806,45.0,4,1,2,3370,0,36.0,3,0
1807,31.0,4,1,2,6290,0,303.0,2,0
1808,57.0,0,1,1,808,0,417.0,3,0
1809,40.0,7,1,3,4075,1,162.0,3,0
1810,28.0,1,1,1,373,1,10.0,9,0
1811,44.0,0,2,1,-101,1,99.0,1,0
1812,49.0,7,0,1,3250,0,32.0,3,0
1813,46.0,4,1,2,1375,1,308.0,3,0
1814,34.0,4,1,2,180,0,298.0,3,0
1815,58.0,9,1,1,175,0,92.0,4,0
1816,52.0,7,1,1,381,0,288.0,12,0
1817,27.0,1,1,1,2171,1,130.0,1,0
1818,48.0,9,1,1,340,1,255.0,2,0
1819,33.0,9,0,1,10,1,167.0,5,0
1820,46.0,0,1,1,4958,1,64.0,3,0
1821,51.0,3,1,3,21244,0,166.0,2,0
1822,31.0,4,1,2,156,0,657.0,7,1
1823,35.0,9,0,1,473,1,434.0,4,0
1824,37.0,0,2,1,781,0,75.0,1,0
1825,60.0,2,1,0,0,0,40.0,1,0
1826,40.0,9,1,1,1819,0,398.0,2,0
1827,50.0,4,1,2,4374,1,163.0,2,0
1828,34.0,2,1,1,456,1,137.0,8,0
1829,32.0,9,1,1,253,1,257.0,3,0
1830,36.0,7,2,1,774,1,231.0,2,0
1831,32.0,0,2,2,-59,0,192.0,1,0
1832,40.0,7,0,1,-81,0,186.0,1,0
1833,37.0,1,1,0,0,1,226.0,1,0
1834,57.0,4,1,2,0,1,67.0,1,0
1835,46.0,4,1,2,-3,0,205.0,2,0
1836,31.0,1,2,0,2488,1,14.0,1,0
1837,39.0,9,0,2,3,0,488.0,1,1
1838,35.0,4,1,1,839,1,50.0,3,0
1839,32.0,1,1,0,103,0,312.0,1,0
1840,44.0,9,0,1,316,1,163.0,3,0
1841,41.0,9,2,1,1680,1,76.0,2,0
1842,59.0,5,0,0,7179,0,150.0,1,0
1843,39.0,7,1,1,247,1,244.0,2,0
1844,54.0,4,1,2,8295,0,207.0,1,1
1845,27.0,7,2,1,261,1,113.0,1,0
1846,51.0,6,1,1,95,1,1309.0,4,1
1847,33.0,9,2,1,291,0,72.0,6,0
1848,38.0,1,1,0,2240,1,551.0,1,0
1849,52.0,2,1,2,0,0,163.0,3,0
1850,54.0,4,0,2,1295,1,179.0,10,0
1851,33.0,1,1,0,324,1,217.0,2,0
1852,50.0,9,1,1,669,1,88.0,1,0
1853,39.0,1,2,1,4143,1,21.0,1,0
1854,34.0,4,2,2,2646,0,142.0,1,1
1855,41.0,9,2,1,618,0,1056.0,1,0
1856,48.0,4,0,2,541,1,72.0,1,0
1857,38.0,7,1,1,434,1,411.0,1,0
1858,34.0,1,1,1,622,1,145.0,1,0
1859,32.0,1,1,1,0,1,80.0,2,0
1860,48.0,4,1,1,99,1,344.0,1,0
1861,28.0,7,2,1,290,1,128.0,1,0
1862,47.0,1,1,1,1230,1,412.0,1,1
1863,32.0,0,2,1,45,1,908.0,3,0
1864,32.0,0,1,1,923,1,819.0,4,0
1865,38.0,4,1,2,950,0,210.0,2,0
1866,86.0,5,1,1,1503,0,165.0,3,0
1867,47.0,9,1,1,65,0,118.0,8,0
1868,42.0,4,1,0,-679,1,159.0,1,0
1869,44.0,4,1,2,773,0,618.0,1,0
1870,25.0,8,2,3,10788,0,102.0,2,0
1871,34.0,7,0,1,991,1,89.0,1,0
1872,34.0,0,1,1,247,0,401.0,2,1
1873,53.0,1,1,0,4143,0,200.0,3,0
1874,42.0,1,1,3,-406,1,152.0,5,0
1875,30.0,1,2,1,180,0,203.0,1,0
1876,26.0,1,2,0,-887,1,827.0,2,1
1877,40.0,7,1,1,4157,1,735.0,1,0
1878,34.0,9,2,1,1386,1,185.0,6,0
1879,34.0,7,1,1,2211,0,149.0,1,0
1880,40.0,4,1,2,-495,0,303.0,2,0
1881,36.0,4,1,2,27359,1,71.0,2,0
1882,34.0,9,2,1,440,1,445.0,2,0
1883,32.0,1,2,1,135,1,232.0,2,0
1884,39.0,9,1,1,-735,1,144.0,5,0
1885,36.0,9,1,2,60,0,209.0,2,0
1886,39.0,9,0,1,902,1,691.0,2,1
1887,33.0,4,1,3,18347,1,415.0,1,0
1888,34.0,1,2,1,-72,1,273.0,5,0
1889,42.0,4,1,2,1205,0,376.0,2,1
1890,46.0,9,1,1,499,1,37.0,10,0
1891,32.0,4,2,2,656,1,148.0,2,0
1892,27.0,7,1,1,100,0,57.0,2,0
1893,35.0,9,0,1,69,1,461.0,3,0
1894,53.0,9,1,3,619,0,198.0,6,0
1895,29.0,7,2,1,192,0,327.0,4,0
1896,35.0,4,2,2,0,0,669.0,6,0
1897,49.0,4,1,2,87,0,165.0,1,0
1898,58.0,4,1,2,3228,0,58.0,2,0
1899,40.0,4,2,2,1361,0,1473.0,1,1
1900,19.0,8,2,3,0,0,123.0,3,0
1901,30.0,8,2,2,34,1,289.0,1,0
1902,34.0,9,2,1,318,0,239.0,5,0
1903,60.0,5,1,1,197,0,1386.0,1,0
1904,28.0,8,2,2,0,0,294.0,2,1
1905,46.0,4,1,2,273,1,910.0,2,1
1906,49.0,1,0,0,15,1,550.0,7,0
1907,59.0,4,0,2,7813,1,75.0,1,0
1908,44.0,9,2,1,-27,1,100.0,3,0
1909,33.0,9,1,2,75,0,204.0,4,0
1910,54.0,5,1,1,1139,1,155.0,1,0
1911,26.0,1,1,1,115,1,46.0,3,0
1912,54.0,1,1,1,0,0,1366.0,1,0
1913,48.0,3,1,0,7195,0,609.0,2,1
1914,30.0,7,2,2,-477,0,1532.0,2,1
1915,29.0,4,2,2,1026,0,226.0,1,1
1916,51.0,2,1,2,3921,1,168.0,1,0
1917,53.0,10,1,0,980,1,352.0,1,1
1918,43.0,1,1,1,-179,1,335.0,6,0
1919,34.0,0,1,2,2552,1,74.0,1,0
1920,40.0,2,1,2,1729,1,85.0,1,0
1921,43.0,9,1,1,434,1,117.0,1,0
1922,33.0,0,2,1,-300,1,184.0,1,0
1923,66.0,5,1,1,4785,0,72.0,3,0
1924,44.0,9,0,1,-329,1,171.0,1,0
1925,33.0,7,1,1,0,1,44.0,8,0
1926,31.0,9,2,1,391,0,336.0,2,0
1927,71.0,5,1,0,4657,0,93.0,5,1
1928,22.0,8,2,0,3472,0,332.0,1,1
1929,46.0,10,2,2,705,0,398.0,1,0
1930,32.0,7,1,1,255,1,86.0,2,0
1931,45.0,1,1,1,4365,0,45.0,2,0
1932,32.0,4,1,1,350,1,110.0,2,0
1933,49.0,1,1,0,474,1,152.0,3,0
1934,27.0,9,2,1,489,1,356.0,4,1
1935,46.0,2,1,1,757,0,382.0,3,0
1936,37.0,4,2,2,695,0,233.0,1,0
1937,30.0,10,2,1,-770,1,87.0,1,0
1938,44.0,6,0,1,80,1,387.0,2,0
1939,45.0,9,1,1,315,1,103.0,1,0
1940,27.0,8,2,1,213,0,378.0,1,1
1941,57.0,3,1,0,0,0,257.0,2,0
1942,66.0,4,1,2,2169,0,282.0,1,0
1943,40.0,0,0,1,212,0,176.0,1,0
1944,48.0,1,1,1,333,1,24.0,6,0
1945,33.0,1,2,1,4404,1,766.0,3,0
1946,42.0,7,0,1,257,1,955.0,2,1
1947,47.0,10,1,1,3188,1,426.0,3,0
1948,27.0,9,2,2,3083,1,244.0,2,0
1949,78.0,5,1,2,226,0,136.0,1,0
1950,50.0,7,1,0,1260,0,172.0,1,0
1951,46.0,2,2,2,1410,1,93.0,1,0
1952,41.0,0,0,1,6046,1,300.0,6,1
1953,36.0,0,2,2,980,0,118.0,4,0
1954,49.0,5,1,0,-37,0,191.0,2,0
1955,46.0,4,0,2,-154,1,107.0,2,0
1956,77.0,5,1,0,680,0,513.0,2,0
1957,30.0,9,2,2,799,1,91.0,18,0
1958,43.0,4,2,1,-1164,1,76.0,4,0
1959,44.0,1,1,1,2523,1,1236.0,2,0
1960,40.0,1,1,0,98,1,193.0,5,0
1961,38.0,1,1,0,3419,1,324.0,5,0
1962,25.0,10,2,2,343,0,377.0,1,1
1963,49.0,4,1,2,852,1,408.0,1,0
1964,33.0,1,1,0,50,1,246.0,2,0
1965,40.0,4,2,2,0,0,58.0,7,0
1966,44.0,1,1,0,10,1,196.0,1,0
1967,32.0,1,1,1,950,1,219.0,4,0
1968,52.0,4,1,2,0,1,197.0,1,0
1969,35.0,4,1,2,175,1,257.0,2,0
1970,35.0,9,1,1,-259,1,381.0,1,0
1972,42.0,9,1,1,-1310,1,162.0,1,0
1973,59.0,1,1,3,139,0,153.0,1,0
1974,44.0,9,2,1,7138,0,809.0,2,1
1975,50.0,0,0,1,1111,1,50.0,1,0
1976,27.0,1,2,1,113,0,39.0,17,0
1977,55.0,4,0,2,-612,0,131.0,2,0
1978,54.0,1,1,3,310,1,526.0,4,0
1979,31.0,10,2,1,-186,1,172.0,3,0
1980,56.0,0,1,3,2038,0,405.0,1,0
1981,51.0,6,1,2,833,0,77.0,3,0
1982,61.0,1,1,0,625,1,158.0,2,0
1983,34.0,9,2,1,105,1,146.0,2,0
1984,56.0,1,1,0,551,0,27.0,1,0
1985,29.0,8,2,3,145,0,105.0,1,0
1986,34.0,4,2,2,618,1,119.0,4,0
1987,35.0,7,2,1,1063,1,327.0,1,0
1988,56.0,0,0,1,985,0,150.0,2,0
1989,45.0,1,1,1,2926,1,482.0,3,0
1990,31.0,0,2,1,-449,1,81.0,2,0
1991,37.0,2,0,2,66,0,1164.0,2,1
1992,43.0,0,1,1,0,1,674.0,3,0
1993,40.0,4,1,3,419,1,347.0,1,0
1994,44.0,4,1,0,4758,1,712.0,6,1
1995,38.0,0,2,1,-23,0,48.0,2,0
1996,58.0,4,0,2,1573,1,279.0,1,0
1997,24.0,1,2,1,77,1,236.0,2,0
1998,53.0,7,1,1,1378,1,91.0,2,0
1999,36.0,1,1,1,-73,1,15.0,8,0
2000,28.0,1,1,0,60,1,161.0,1,0
2001,45.0,1,1,0,137,1,187.0,19,0
2002,32.0,0,2,2,1583,1,100.0,1,0
2003,46.0,0,1,1,-121,1,214.0,4,0
2004,28.0,1,2,1,1065,1,406.0,1,0
2005,51.0,10,1,1,-13,1,361.0,1,0
2006,51.0,1,1,0,1869,0,30.0,3,0
2007,30.0,9,2,1,4787,1,99.0,2,0
2008,39.0,9,1,1,-183,1,202.0,2,0
2009,28.0,1,1,0,702,1,318.0,2,0
2010,31.0,4,2,2,1494,0,275.0,12,0
2011,31.0,1,1,0,0,1,59.0,4,0
2012,38.0,4,1,2,46,0,70.0,4,0
2013,31.0,1,2,1,609,1,1126.0,1,0
2014,74.0,5,0,1,4079,0,343.0,3,1
2015,40.0,4,2,2,0,1,228.0,2,1
2016,43.0,9,1,1,7876,1,209.0,2,0
2017,34.0,9,2,2,925,1,709.0,1,1
2018,54.0,4,0,2,7010,0,275.0,2,0
2019,51.0,1,1,0,42,1,51.0,2,0
2020,33.0,1,1,1,285,0,267.0,1,0
2021,41.0,9,1,2,0,0,95.0,1,0
2022,33.0,4,2,2,3170,0,246.0,2,0
2023,48.0,0,1,1,8,0,46.0,1,0
2024,42.0,6,0,2,216,1,144.0,3,0
2025,35.0,4,2,2,2975,0,249.0,2,0
2026,25.0,0,1,1,894,1,328.0,1,0
2027,38.0,1,2,0,490,1,17.0,1,0
2028,45.0,2,1,1,245,1,126.0,3,0
2029,59.0,4,0,2,0,1,52.0,8,0
2030,47.0,4,1,3,150,0,52.0,1,0
2031,33.0,4,1,2,4,1,285.0,5,0
2032,59.0,4,1,0,1727,0,500.0,4,1
2033,41.0,1,0,0,664,0,955.0,5,1
2034,42.0,9,1,1,473,1,216.0,5,0
2035,51.0,9,0,2,0,0,84.0,7,0
2036,45.0,4,1,2,-192,1,138.0,3,0
2037,30.0,4,1,2,1942,1,436.0,2,1
2038,33.0,1,2,1,5137,1,123.0,1,0
2039,43.0,4,1,2,13044,0,36.0,4,0
2040,37.0,1,1,1,1053,0,405.0,3,0
2041,73.0,5,1,0,154,0,103.0,1,0
2042,43.0,1,1,1,625,1,175.0,1,0
2043,52.0,10,1,0,255,0,374.0,3,0
2044,44.0,4,1,2,529,1,129.0,4,0
2045,56.0,4,1,2,318,0,246.0,3,0
2046,21.0,7,2,1,1903,1,107.0,2,0
2047,43.0,11,1,2,1937,0,385.0,1,0
2048,54.0,4,1,0,3859,0,104.0,3,0
2049,59.0,9,1,0,4198,0,309.0,1,1
2050,52.0,1,1,0,230,1,198.0,2,0
2051,31.0,0,2,1,747,1,543.0,2,1
2052,53.0,0,1,1,263,0,143.0,7,0
2053,24.0,9,2,1,-46,1,23.0,1,0
2054,57.0,5,1,1,0,0,104.0,2,0
2055,48.0,9,1,1,568,1,378.0,2,1
2056,57.0,9,1,1,1469,1,364.0,1,0
2057,51.0,9,1,1,18,0,363.0,6,0
2058,50.0,4,0,2,201,1,248.0,1,0
2059,34.0,1,1,1,1412,1,157.0,2,0
2060,43.0,1,1,0,-93,1,402.0,2,0
2061,31.0,7,1,1,-331,1,203.0,5,0
2062,29.0,1,1,3,486,1,422.0,1,0
2063,39.0,1,1,0,694,1,44.0,1,0
2064,36.0,4,2,2,2806,1,358.0,4,0
2065,38.0,10,2,2,0,0,39.0,2,0
2066,56.0,4,0,2,2959,1,325.0,1,0
2067,41.0,3,0,0,22,1,238.0,3,0
2068,47.0,9,1,1,1167,1,968.0,1,1
2069,38.0,4,2,2,35,1,156.0,1,0
2070,80.0,5,1,1,8304,0,681.0,1,0
2071,37.0,7,1,1,4760,1,187.0,2,0
2072,44.0,4,2,2,-1313,1,104.0,10,0
2073,33.0,1,2,1,697,0,860.0,2,1
2074,53.0,9,1,1,230,0,112.0,2,0
2075,69.0,5,1,2,473,0,112.0,1,0
2076,46.0,9,1,1,1427,1,32.0,3,0
2077,30.0,4,2,2,201,1,325.0,2,1
2078,31.0,6,2,1,1086,0,410.0,1,0
2079,38.0,4,0,2,4335,1,640.0,1,0
2080,34.0,7,0,1,44,0,118.0,1,0
2081,48.0,11,1,3,286,0,166.0,2,0
2082,46.0,1,0,0,216,0,173.0,1,0
2083,42.0,0,1,1,214,1,21.0,24,0
2084,41.0,1,1,1,343,1,89.0,7,0
2085,33.0,1,1,1,-77,1,151.0,3,0
2086,39.0,1,1,0,1046,0,112.0,4,0
2087,27.0,8,2,1,1566,0,164.0,5,0
2088,26.0,4,2,2,592,0,145.0,2,0
2089,38.0,4,2,2,104,1,606.0,3,1
2090,48.0,1,1,1,0,1,105.0,1,0
2091,54.0,7,1,1,-22,0,85.0,1,0
2092,51.0,7,1,1,0,0,439.0,3,0
2093,47.0,9,1,1,72,0,278.0,1,0
2094,53.0,9,1,1,100,0,205.0,4,0
2095,35.0,1,1,0,319,1,221.0,1,0
2096,58.0,4,1,2,9339,1,52.0,3,0
2097,52.0,4,0,2,50,1,84.0,3,0
2098,57.0,5,1,1,32,1,476.0,3,0
2099,52.0,4,1,2,6922,0,371.0,1,0
2100,35.0,4,2,2,633,1,128.0,3,0
2101,48.0,9,1,1,4265,1,220.0,2,0
2102,46.0,2,1,2,2262,0,44.0,14,0
2103,39.0,7,1,1,1970,1,30.0,1,0
2104,38.0,6,0,2,1513,0,330.0,1,0
2105,34.0,2,1,1,4659,1,28.0,1,0
2106,47.0,2,1,0,668,0,908.0,1,0
2107,35.0,4,0,2,649,0,177.0,1,0
2108,46.0,1,0,0,452,1,113.0,4,0
2109,27.0,0,2,1,-145,1,289.0,8,0
2110,31.0,1,1,1,-498,1,357.0,1,0
2111,31.0,4,2,2,0,0,38.0,16,0
2112,46.0,0,1,1,22,1,414.0,4,0
2113,31.0,0,1,1,2304,1,257.0,2,0
2114,33.0,4,1,2,1412,1,480.0,1,1
2115,42.0,3,1,0,145,0,252.0,2,0
2116,33.0,4,2,0,4897,1,151.0,1,0
2117,40.0,3,1,0,1832,0,213.0,4,0
2118,51.0,1,1,0,3726,0,119.0,12,0
2119,31.0,10,1,2,591,0,161.0,2,0
2120,62.0,5,0,2,0,0,227.0,2,1
2121,24.0,8,2,1,508,1,12.0,3,0
2122,48.0,10,1,1,817,0,517.0,1,1
2123,41.0,9,0,1,348,1,225.0,2,0
2124,43.0,4,1,2,291,1,150.0,2,0
2125,52.0,9,1,1,3554,0,89.0,1,0
2126,54.0,1,1,0,781,1,103.0,2,0
2127,32.0,9,0,2,267,0,128.0,1,0
2128,38.0,1,1,0,1327,1,277.0,1,0
2129,41.0,0,1,0,-306,1,500.0,1,1
2130,31.0,1,2,0,864,1,113.0,2,0
2131,35.0,3,1,2,1265,1,326.0,5,1
2132,26.0,0,1,1,0,0,755.0,1,0
2133,52.0,9,1,2,214,0,161.0,3,0
2134,58.0,5,1,1,425,1,100.0,1,0
2135,57.0,3,1,2,3,0,142.0,2,0
2136,34.0,4,1,2,0,1,214.0,2,0
2137,59.0,1,1,0,0,0,167.0,2,0
2138,27.0,9,2,1,282,0,676.0,5,0
2139,42.0,2,1,2,0,0,236.0,1,0
2140,47.0,3,2,2,3727,0,993.0,6,1
2141,33.0,1,1,1,0,1,83.0,12,0
2142,31.0,7,2,1,864,1,100.0,1,0
2143,37.0,4,1,2,4089,1,289.0,2,1
2144,29.0,1,1,1,-478,0,528.0,2,0
2145,38.0,10,1,0,-363,0,340.0,2,0
2146,35.0,6,1,1,8883,0,33.0,3,0
2147,31.0,9,2,1,1970,0,284.0,3,0
2148,62.0,4,1,2,1859,0,245.0,3,1
2149,32.0,9,2,2,1059,1,115.0,1,0
2150,31.0,7,1,1,388,1,730.0,2,0
2151,51.0,1,0,0,602,1,347.0,1,0
2152,29.0,7,2,1,0,0,58.0,1,0
2153,43.0,1,1,0,255,1,180.0,1,0
2154,36.0,1,1,1,63,1,56.0,8,0
2155,34.0,6,1,0,712,1,326.0,3,0
2156,29.0,7,1,1,57,1,342.0,9,0
2157,57.0,5,1,1,523,0,49.0,6,0
2158,43.0,4,1,2,422,0,110.0,1,0
2159,33.0,7,1,1,386,0,253.0,1,1
2160,60.0,4,1,2,3387,0,636.0,2,0
2161,51.0,9,1,0,260,0,137.0,2,0
2162,40.0,0,2,1,-1,0,173.0,1,0
2163,51.0,9,1,1,1490,1,227.0,2,0
2164,38.0,7,1,1,497,1,88.0,5,0
2165,35.0,9,1,1,1707,1,426.0,3,0
2166,47.0,9,1,1,826,1,195.0,3,0
2167,45.0,1,1,0,907,0,230.0,8,0
2168,40.0,7,1,1,1836,1,750.0,2,1
2169,29.0,2,2,1,404,0,413.0,3,0
2170,52.0,4,0,2,907,1,104.0,2,0
2171,26.0,9,1,1,18,1,138.0,1,0
2172,31.0,1,2,0,-495,1,334.0,2,0
2173,55.0,7,1,3,1210,1,868.0,1,0
2174,35.0,7,1,1,819,1,102.0,14,0
2175,56.0,4,0,2,442,0,77.0,3,0
2176,28.0,1,2,1,-46,1,199.0,1,1
2177,27.0,8,2,1,671,1,332.0,2,0
2178,30.0,9,1,1,371,0,124.0,2,0
2179,51.0,12,1,2,-3,0,91.0,9,0
2180,33.0,4,1,1,11,1,104.0,3,0
2181,32.0,1,2,1,33,1,125.0,1,0
2182,43.0,2,1,1,104,1,635.0,3,1
2183,46.0,1,1,0,174,0,90.0,1,0
2184,32.0,4,1,2,3107,1,310.0,1,0
2185,40.0,7,1,1,1438,1,207.0,1,0
2186,39.0,1,1,1,1367,0,43.0,1,0
2187,51.0,1,1,0,-11,0,126.0,4,0
2188,46.0,0,2,1,1693,1,137.0,1,0
2189,43.0,1,1,0,778,1,284.0,5,0
2190,36.0,9,1,2,837,0,68.0,6,0
2191,48.0,4,1,2,363,0,67.0,1,0
2192,26.0,0,2,1,236,1,8.0,2,0
2193,39.0,0,2,3,0,1,62.0,1,0
2194,47.0,12,1,2,-50,0,175.0,1,0
2195,23.0,2,2,0,4,1,395.0,2,1
2196,54.0,4,0,2,26306,1,27.0,1,0
2197,38.0,0,1,1,46,1,195.0,1,0
2198,33.0,9,1,1,575,0,254.0,2,0
2199,35.0,0,0,1,148,0,199.0,1,0
2200,52.0,7,1,1,431,0,73.0,17,0
2201,25.0,9,2,2,777,1,351.0,1,0
2202,29.0,4,1,2,199,1,1689.0,4,1
2203,35.0,9,2,2,3552,0,267.0,1,0
2204,49.0,7,1,1,47,0,234.0,2,0
2205,41.0,0,0,1,3823,0,234.0,10,0
2206,32.0,4,1,2,138,0,94.0,4,0
2207,29.0,0,2,1,1117,1,77.0,2,0
2208,28.0,1,1,1,1325,1,242.0,1,0
2209,59.0,5,1,1,0,0,247.0,4,0
2210,34.0,2,1,2,4343,0,85.0,4,0
2211,55.0,4,0,2,1598,0,607.0,4,0
2212,34.0,4,1,2,3301,1,485.0,2,1
2213,24.0,8,2,1,822,0,184.0,1,1
2214,42.0,9,0,1,-280,1,258.0,1,0
2215,34.0,4,2,3,1534,1,156.0,1,0
2216,34.0,0,1,1,1671,0,160.0,1,0
2217,51.0,6,1,2,2007,0,1021.0,1,0
2218,58.0,1,1,0,0,1,5.0,25,0
2219,44.0,9,1,1,2776,1,701.0,1,1
2220,33.0,1,1,1,139,1,732.0,2,1
2221,34.0,4,1,2,573,0,122.0,1,0
2222,34.0,0,1,1,475,1,559.0,1,0
2223,42.0,1,0,1,47,1,141.0,1,0
2224,46.0,4,2,2,2154,1,87.0,4,0
2225,31.0,6,2,2,96,0,577.0,1,0
2226,39.0,2,1,2,83,1,193.0,2,0
2227,34.0,4,2,2,6766,0,210.0,5,0
2228,47.0,9,1,1,3973,0,732.0,2,0
2229,42.0,7,0,1,372,1,121.0,2,0
2230,48.0,1,2,1,-552,0,150.0,2,0
2231,30.0,6,2,2,48,0,140.0,1,0
2232,38.0,9,1,1,7696,1,386.0,2,0
